Id,Label,type
Neil Fitzgerald,Neil Fitzgerald,Actor
Donald Meek,Donald Meek,Actor
Anne Shirley,Anne Shirley,Actor
Irvin S. Cobb,Irvin S. Cobb,Actor
John McGuire,John McGuire,Actor
Raymond Hatton,Raymond Hatton,Actor
Edward G. Robinson,Edward G. Robinson,Actor
Arthur Hohl,Arthur Hohl,Actor
James Donlan,James Donlan,Actor
Arthur Byron,Arthur Byron,Actor
Etienne Girardot,Etienne Girardot,Actor
Edward Brophy,Edward Brophy,Actor
Paul Harvey,Paul Harvey,Actor
Katharine Hepburn,Katharine Hepburn,Actor
Fredric March,Fredric March,Actor
Florence Eldridge,Florence Eldridge,Actor
John Carradine,John Carradine,Actor
Robert Barrat,Robert Barrat,Actor
Gavin Muir,Gavin Muir,Actor
Ian Keith,Ian Keith,Actor
Moroni Olsen,Moroni Olsen,Actor
William Stack,William Stack,Actor
Paulette Goddard,Paulette Goddard,Actor
Stanley Blystone,Stanley Blystone,Actor
Richard Alexander,Richard Alexander,Actor
Cecil Reynolds,Cecil Reynolds,Actor
Barbara Stanwyck,Barbara Stanwyck,Actor
Denis O'Dea,Denis O'Dea,Actor
Eileen Crowe,Eileen Crowe,Actor
F.J. McCormick,F.J. McCormick,Actor
Arthur Shields,Arthur Shields,Actor
Warner Baxter,Warner Baxter,Actor
Claude Gillingwater,Claude Gillingwater,Actor
O.P. Heggie,O.P. Heggie,Actor
Francis McDonald,Francis McDonald,Actor
Douglas Wood,Douglas Wood,Actor
Sylvia Sidney,Sylvia Sidney,Actor
Oscar Homolka,Oscar Homolka,Actor
Desmond Tester,Desmond Tester,Actor
Joyce Barbour,Joyce Barbour,Actor
Matthew Boulton,Matthew Boulton,Actor
S.J. Warmington,S.J. Warmington,Actor
William Dewhurst,William Dewhurst,Actor
Pamela Bevan,Pamela Bevan,Actor
Peter Bull,Peter Bull,Actor
John Gielgud,John Gielgud,Actor
Robert Young,Robert Young,Actor
Florence Kahn,Florence Kahn,Actor
Charles Carson,Charles Carson,Actor
Lilli Palmer,Lilli Palmer,Actor
Denys Blakelock,Denys Blakelock,Actor
Sebastian Cabot,Sebastian Cabot,Actor
Dorothy Lamour,Dorothy Lamour,Actor
Jon Hall,Jon Hall,Actor
Mary Astor,Mary Astor,Actor
C. Aubrey Smith,C. Aubrey Smith,Actor
Thomas Mitchell,Thomas Mitchell,Actor
Raymond Massey,Raymond Massey,Actor
Jerome Cowan,Jerome Cowan,Actor
Al Kikume,Al Kikume,Actor
Kuulei De Clercq,Kuulei De Clercq,Actor
Shirley Temple,Shirley Temple,Actor
June Lang,June Lang,Actor
Michael Whalen,Michael Whalen,Actor
Cesar Romero,Cesar Romero,Actor
Constance Collier,Constance Collier,Actor
Willie Fung,Willie Fung,Actor
Derrick De Marney,Derrick De Marney,Actor
Edward Rigby,Edward Rigby,Actor
Mary Clare,Mary Clare,Actor
Basil Radford,Basil Radford,Actor
Pamela Carme,Pamela Carme,Actor
George Merritt,George Merritt,Actor
Loretta Young,Loretta Young,Actor
Richard Greene,Richard Greene,Actor
George Sanders,George Sanders,Actor
David Niven,David Niven,Actor
William Henry,William Henry,Actor
J. Edward Bromberg,J. Edward Bromberg,Actor
Margaret Lockwood,Margaret Lockwood,Actor
Michael Redgrave,Michael Redgrave,Actor
Paul Lukas,Paul Lukas,Actor
May Whitty,May Whitty,Actor
Cecil Parker,Cecil Parker,Actor
Linden Travers,Linden Travers,Actor
Naunton Wayne,Naunton Wayne,Actor
Emile Boreo,Emile Boreo,Actor
Nancy Kelly,Nancy Kelly,Actor
George Bancroft,George Bancroft,Actor
Joan Valerie,Joan Valerie,Actor
Henry Armetta,Henry Armetta,Actor
Dick Hogan,Dick Hogan,Actor
Claudette Colbert,Claudette Colbert,Actor
Henry Fonda,Henry Fonda,Actor
Edna May Oliver,Edna May Oliver,Actor
Eddie Collins,Eddie Collins,Actor
Dorris Bowdon,Dorris Bowdon,Actor
Jessie Ralph,Jessie Ralph,Actor
Robert Lowery,Robert Lowery,Actor
Maureen O'Hara,Maureen O'Hara,Actor
Robert Newton,Robert Newton,Actor
Charles Laughton,Charles Laughton,Actor
Horace Hodges,Horace Hodges,Actor
Hay Petrie,Hay Petrie,Actor
Frederick Piper,Frederick Piper,Actor
Herbert Lomas,Herbert Lomas,Actor
William Devlin,William Devlin,Actor
Jeanne De Casalis,Jeanne De Casalis,Actor
John Wayne,John Wayne,Actor
Claire Trevor,Claire Trevor,Actor
Louise Platt,Louise Platt,Actor
Tim Holt,Tim Holt,Actor
Alice Brady,Alice Brady,Actor
Marjorie Weaver,Marjorie Weaver,Actor
Arleen Whelan,Arleen Whelan,Actor
Pauline Moore,Pauline Moore,Actor
Richard Cromwell,Richard Cromwell,Actor
Judith Dickens,Judith Dickens,Actor
Eddie Quillan,Eddie Quillan,Actor
Joel McCrea,Joel McCrea,Actor
Laraine Day,Laraine Day,Actor
Albert Bassermann,Albert Bassermann,Actor
Robert Benchley,Robert Benchley,Actor
Eduardo Ciannelli,Eduardo Ciannelli,Actor
Harry Davenport,Harry Davenport,Actor
Martin Kosleck,Martin Kosleck,Actor
Jane Darwell,Jane Darwell,Actor
Russell Simpson,Russell Simpson,Actor
O.Z. Whitehead,O.Z. Whitehead,Actor
John Qualen,John Qualen,Actor
Zeffie Tilbury,Zeffie Tilbury,Actor
Jack Oakie,Jack Oakie,Actor
Henry Daniell,Henry Daniell,Actor
Billy Gilbert,Billy Gilbert,Actor
Grace Hayle,Grace Hayle,Actor
Carter DeHaven,Carter DeHaven,Actor
Maurice Moscovitch,Maurice Moscovitch,Actor
Emma Dunn,Emma Dunn,Actor
Wilfrid Lawson,Wilfrid Lawson,Actor
Mildred Natwick,Mildred Natwick,Actor
Laurence Olivier,Laurence Olivier,Actor
Joan Fontaine,Joan Fontaine,Actor
Judith Anderson,Judith Anderson,Actor
Nigel Bruce,Nigel Bruce,Actor
Gladys Cooper,Gladys Cooper,Actor
Florence Bates,Florence Bates,Actor
Melville Cooper,Melville Cooper,Actor
Walter Pidgeon,Walter Pidgeon,Actor
Anna Lee,Anna Lee,Actor
Donald Crisp,Donald Crisp,Actor
Roddy McDowall,Roddy McDowall,Actor
Patric Knowles,Patric Knowles,Actor
Welsh Singers,Welsh Singers,Actor
Gladys George,Gladys George,Actor
Barton MacLane,Barton MacLane,Actor
Lee Patrick,Lee Patrick,Actor
Sydney Greenstreet,Sydney Greenstreet,Actor
Elisha Cook Jr.,Elisha Cook Jr.,Actor
Carole Lombard,Carole Lombard,Actor
Robert Montgomery,Robert Montgomery,Actor
Gene Raymond,Gene Raymond,Actor
Jack Carson,Jack Carson,Actor
Philip Merivale,Philip Merivale,Actor
Lucile Watson,Lucile Watson,Actor
William Tracy,William Tracy,Actor
Charles Halton,Charles Halton,Actor
Esther Dale,Esther Dale,Actor
Robert Conway,Robert Conway,Actor
Kenneth Alexander,Kenneth Alexander,Actor
Robert Cornell,Robert Cornell,Actor
Richard Derr,Richard Derr,Actor
Herbert Gunn,Herbert Gunn,Actor
George Reeves,George Reeves,Actor
Robert Shaw,Robert Shaw,Actor
Houseley Stevenson,Houseley Stevenson,Actor
Charles Tannen,Charles Tannen,Actor
Cary Grant,Cary Grant,Actor
Cedric Hardwicke,Cedric Hardwicke,Actor
Auriol Lee,Auriol Lee,Actor
Reginald Sheffield,Reginald Sheffield,Actor
Leo G. Carroll,Leo G. Carroll,Actor
Gene Tierney,Gene Tierney,Actor
Marjorie Rambeau,Marjorie Rambeau,Actor
Dana Andrews,Dana Andrews,Actor
Grant Mitchell,Grant Mitchell,Actor
Victor Sen Yung,Victor Sen Yung,Actor
Roland Got,Roland Got,Actor
Lee Tong Foo,Lee Tong Foo,Actor
Frank Wilcox,Frank Wilcox,Actor
Paul Stanton,Paul Stanton,Actor
Lester Matthews,Lester Matthews,Actor
Irving Pichel,Irving Pichel,Actor
Bette Davis,Bette Davis,Actor
Olivia de Havilland,Olivia de Havilland,Actor
George Brent,George Brent,Actor
Dennis Morgan,Dennis Morgan,Actor
Charles Coburn,Charles Coburn,Actor
Frank Craven,Frank Craven,Actor
Billie Burke,Billie Burke,Actor
Hattie McDaniel,Hattie McDaniel,Actor
Mary Servoss,Mary Servoss,Actor
Noël Coward,Noël Coward,Actor
John Mills,John Mills,Actor
Bernard Miles,Bernard Miles,Actor
Celia Johnson,Celia Johnson,Actor
Kay Walsh,Kay Walsh,Actor
Joyce Carey,Joyce Carey,Actor
Derek Elphinstone,Derek Elphinstone,Actor
Michael Wilding,Michael Wilding,Actor
Robert Sansom,Robert Sansom,Actor
Philip Friend,Philip Friend,Actor
Ginger Rogers,Ginger Rogers,Actor
Ray Milland,Ray Milland,Actor
Rita Johnson,Rita Johnson,Actor
Diana Lynn,Diana Lynn,Actor
Edward Fielding,Edward Fielding,Actor
Frankie Thomas,Frankie Thomas,Actor
Raymond Roe,Raymond Roe,Actor
Charles Smith,Charles Smith,Actor
Larry Nunn,Larry Nunn,Actor
Priscilla Lane,Priscilla Lane,Actor
Robert Cummings,Robert Cummings,Actor
Otto Kruger,Otto Kruger,Actor
Alan Baxter,Alan Baxter,Actor
Clem Bevans,Clem Bevans,Actor
Norman Lloyd,Norman Lloyd,Actor
Alma Kruger,Alma Kruger,Actor
Vaughan Glaser,Vaughan Glaser,Actor
Dorothy Peterson,Dorothy Peterson,Actor
Ian Wolfe,Ian Wolfe,Actor
Walter Huston,Walter Huston,Actor
Paul Hurst,Paul Hurst,Actor
James Kevin McGuinness,James Kevin McGuinness,Actor
Philip Ahn,Philip Ahn,Actor
Ralph Byrd,Ralph Byrd,Actor
James Conaty,James Conaty,Actor
Anne Baxter,Anne Baxter,Actor
Akim Tamiroff,Akim Tamiroff,Actor
Fortunio Bonanova,Fortunio Bonanova,Actor
Peter van Eyck,Peter van Eyck,Actor
Erich von Stroheim,Erich von Stroheim,Actor
Philip Ahlm,Philip Ahlm,Actor
Kenneth Anspach,Kenneth Anspach,Actor
Roger Creed,Roger Creed,Actor
Leslie Denison,Leslie Denison,Actor
Teresa Wright,Teresa Wright,Actor
Joseph Cotten,Joseph Cotten,Actor
Macdonald Carey,Macdonald Carey,Actor
Henry Travers,Henry Travers,Actor
Patricia Collinge,Patricia Collinge,Actor
Hume Cronyn,Hume Cronyn,Actor
Edna May Wonacott,Edna May Wonacott,Actor
Charles Bates,Charles Bates,Actor
Irving Bacon,Irving Bacon,Actor
Paul Bonifas,Paul Bonifas,Actor
Paul Clarus,Paul Clarus,Actor
Jean Dattas,Jean Dattas,Actor
Andre Frere,Andre Frere,Actor
Paulette Preney,Paulette Preney,Actor
John Blythe,John Blythe,Actor
Janique Joelle,Janique Joelle,Actor
Fred MacMurray,Fred MacMurray,Actor
Byron Barr,Byron Barr,Actor
Porter Hall,Porter Hall,Actor
Jean Heather,Jean Heather,Actor
Tom Powers,Tom Powers,Actor
Richard Gaines,Richard Gaines,Actor
John Philliber,John Philliber,Actor
Tallulah Bankhead,Tallulah Bankhead,Actor
John Hodiak,John Hodiak,Actor
Walter Slezak,Walter Slezak,Actor
William Bendix,William Bendix,Actor
Mary Anderson,Mary Anderson,Actor
Henry Hull,Henry Hull,Actor
Canada Lee,Canada Lee,Actor
William Yetter Jr.,William Yetter Jr.,Actor
Stanley Holloway,Stanley Holloway,Actor
Amy Veness,Amy Veness,Actor
Alison Leggatt,Alison Leggatt,Actor
Eileen Erskine,Eileen Erskine,Actor
Guy Verney,Guy Verney,Actor
Trevor Howard,Trevor Howard,Actor
Cyril Raymond,Cyril Raymond,Actor
Everley Gregg,Everley Gregg,Actor
Marjorie Mars,Marjorie Mars,Actor
Margaret Barton,Margaret Barton,Actor
Wilfred Babbage,Wilfred Babbage,Actor
Alfie Bass,Alfie Bass,Actor
Jane Wyman,Jane Wyman,Actor
Phillip Terry,Phillip Terry,Actor
Howard Da Silva,Howard Da Silva,Actor
Doris Dowling,Doris Dowling,Actor
Frank Faylen,Frank Faylen,Actor
Mary Young,Mary Young,Actor
Anita Sharp-Bolster,Anita Sharp-Bolster,Actor
Lilian Fontaine,Lilian Fontaine,Actor
Frank Orth,Frank Orth,Actor
Ingrid Bergman,Ingrid Bergman,Actor
Gregory Peck,Gregory Peck,Actor
Michael Chekhov,Michael Chekhov,Actor
Rhonda Fleming,Rhonda Fleming,Actor
John Emery,John Emery,Actor
Bill Goodwin,Bill Goodwin,Actor
Steven Geray,Steven Geray,Actor
Donald Curtis,Donald Curtis,Actor
Donna Reed,Donna Reed,Actor
Jack Holt,Jack Holt,Actor
Marshall Thompson,Marshall Thompson,Actor
Paul Langton,Paul Langton,Actor
Leon Ames,Leon Ames,Actor
Arthur Walsh,Arthur Walsh,Actor
Rex Harrison,Rex Harrison,Actor
Constance Cummings,Constance Cummings,Actor
Kay Hammond,Kay Hammond,Actor
Margaret Rutherford,Margaret Rutherford,Actor
Jacqueline Clarke,Jacqueline Clarke,Actor
Johnnie Schofield,Johnnie Schofield,Actor
Barbro Kollberg,Barbro Kollberg,Actor
Birger Malmsten,Birger Malmsten,Actor
Gösta Cederlund,Gösta Cederlund,Actor
Ludde Gentzel,Ludde Gentzel,Actor
Douglas Håge,Douglas Håge,Actor
Benkt-Åke Benktsson,Benkt-Åke Benktsson,Actor
Sture Ericson,Sture Ericson,Actor
Ulf Johansson,Ulf Johansson,Actor
Julia Cæsar,Julia Cæsar,Actor
Gunnar Björnstrand,Gunnar Björnstrand,Actor
Valerie Hobson,Valerie Hobson,Actor
Tony Wager,Tony Wager,Actor
Jean Simmons,Jean Simmons,Actor
Francis L. Sullivan,Francis L. Sullivan,Actor
Finlay Currie,Finlay Currie,Actor
Martita Hunt,Martita Hunt,Actor
Alec Guinness,Alec Guinness,Actor
Ivor Barnard,Ivor Barnard,Actor
Inga Landgré,Inga Landgré,Actor
Stig Olin,Stig Olin,Actor
Marianne Löfgren,Marianne Löfgren,Actor
Dagny Lind,Dagny Lind,Actor
Allan Bohlin,Allan Bohlin,Actor
Ernst Eklund,Ernst Eklund,Actor
Signe Wirff,Signe Wirff,Actor
Hanna Adelby,Hanna Adelby,Actor
Margit Andelius,Margit Andelius,Actor
Wiktor Andersson,Wiktor Andersson,Actor
Linda Darnell,Linda Darnell,Actor
Victor Mature,Victor Mature,Actor
Cathy Downs,Cathy Downs,Actor
Walter Brennan,Walter Brennan,Actor
Alan Mowbray,Alan Mowbray,Actor
John Ireland,John Ireland,Actor
Roy Roberts,Roy Roberts,Actor
Claude Rains,Claude Rains,Actor
Louis Calhern,Louis Calhern,Actor
Leopoldine Konstantin,Leopoldine Konstantin,Actor
Reinhold Schünzel,Reinhold Schünzel,Actor
Ivan Triesault,Ivan Triesault,Actor
Alexis Minotis,Alexis Minotis,Actor
Wally Brown,Wally Brown,Actor
Dolores Del Río,Dolores Del Río,Actor
Pedro Armendáriz,Pedro Armendáriz,Actor
J. Carrol Naish,J. Carrol Naish,Actor
Leo Carrillo,Leo Carrillo,Actor
Robert Armstrong,Robert Armstrong,Actor
Chris-Pin Martin,Chris-Pin Martin,Actor
Mady Correll,Mady Correll,Actor
Allison Roddan,Allison Roddan,Actor
Robert Lewis,Robert Lewis,Actor
Audrey Betz,Audrey Betz,Actor
Martha Raye,Martha Raye,Actor
Ada May,Ada May,Actor
Isobel Elsom,Isobel Elsom,Actor
Marjorie Bennett,Marjorie Bennett,Actor
Helene Heigh,Helene Heigh,Actor
Ann Todd,Ann Todd,Actor
Ethel Barrymore,Ethel Barrymore,Actor
Louis Jourdan,Louis Jourdan,Actor
Alida Valli,Alida Valli,Actor
Joan Tetzel,Joan Tetzel,Actor
Holger Löwenadler,Holger Löwenadler,Actor
Anna Lindahl,Anna Lindahl,Actor
Gertrud Fridh,Gertrud Fridh,Actor
Naemi Briese,Naemi Briese,Actor
Hjördis Petterson,Hjördis Petterson,Actor
Lasse Krantz,Lasse Krantz,Actor
Jan Molander,Jan Molander,Actor
Erik Hell,Erik Hell,Actor
Åke Fridell,Åke Fridell,Actor
Mae Marsh,Mae Marsh,Actor
Guy Kibbee,Guy Kibbee,Actor
Dorothy Ford,Dorothy Ford,Actor
Ben Johnson,Ben Johnson,Actor
Bing Crosby,Bing Crosby,Actor
Roland Culver,Roland Culver,Actor
Richard Haydn,Richard Haydn,Actor
Harold Vermilyea,Harold Vermilyea,Actor
Julia Dean,Julia Dean,Actor
Bert Prival,Bert Prival,Actor
Alma Macrorie,Alma Macrorie,Actor
Marlene Dietrich,Marlene Dietrich,Actor
John Lund,John Lund,Actor
Millard Mitchell,Millard Mitchell,Actor
Peter von Zerneck,Peter von Zerneck,Actor
Stanley Prager,Stanley Prager,Actor
William Murphy,William Murphy,Actor
Raymond Bond,Raymond Bond,Actor
Boyd Davis,Boyd Davis,Actor
Robert Malcolm,Robert Malcolm,Actor
Dick Foran,Dick Foran,Actor
Nine-Christine Jönsson,Nine-Christine Jönsson,Actor
Bengt Eklund,Bengt Eklund,Actor
Mimi Nelson,Mimi Nelson,Actor
Berta Hall,Berta Hall,Actor
Birgitta Valberg,Birgitta Valberg,Actor
Sif Ruud,Sif Ruud,Actor
Britta Billsten,Britta Billsten,Actor
Harry Ahlin,Harry Ahlin,Actor
Nils Hallberg,Nils Hallberg,Actor
Sven-Eric Gamble,Sven-Eric Gamble,Actor
Lauren Bacall,Lauren Bacall,Actor
Lionel Barrymore,Lionel Barrymore,Actor
Thomas Gomez,Thomas Gomez,Actor
Harry Lewis,Harry Lewis,Actor
John Rodney,John Rodney,Actor
Marc Lawrence,Marc Lawrence,Actor
Dan Seymour,Dan Seymour,Actor
Mai Zetterling,Mai Zetterling,Actor
Olof Winnerstrand,Olof Winnerstrand,Actor
Naima Wifstrand,Naima Wifstrand,Actor
Birgit Lindkvist,Birgit Lindkvist,Actor
Hilda Borgström,Hilda Borgström,Actor
Åke Claesson,Åke Claesson,Actor
Henry Stephenson,Henry Stephenson,Actor
Anthony Newley,Anthony Newley,Actor
Josephine Stuart,Josephine Stuart,Actor
Ralph Truman,Ralph Truman,Actor
Kathleen Harrison,Kathleen Harrison,Actor
James Stewart,James Stewart,Actor
John Dall,John Dall,Actor
Farley Granger,Farley Granger,Actor
Edith Evanson,Edith Evanson,Actor
Douglas Dick,Douglas Dick,Actor
Joan Chandler,Joan Chandler,Actor
Bruce Bennett,Bruce Bennett,Actor
Alfonso Bedoya,Alfonso Bedoya,Actor
Arturo Soto Rangel,Arturo Soto Rangel,Actor
Manuel Dondé,Manuel Dondé,Actor
José Torvay,José Torvay,Actor
Margarito Luna,Margarito Luna,Actor
Doris Svedlund,Doris Svedlund,Actor
Eva Henning,Eva Henning,Actor
Hasse Ekman,Hasse Ekman,Actor
Irma Christenson,Irma Christenson,Actor
Anders Henrikson,Anders Henrikson,Actor
Curt Masreliez,Curt Masreliez,Actor
Betty Ann Davies,Betty Ann Davies,Actor
Isabel Dean,Isabel Dean,Actor
Hélène Burls,Hélène Burls,Actor
Amy Dalby,Amy Dalby,Actor
Lisa Daniely,Lisa Daniely,Actor
Max Earle,Max Earle,Actor
Edward Evans,Edward Evans,Actor
Joanne Dru,Joanne Dru,Actor
John Agar,John Agar,Actor
Michael Dugan,Michael Dugan,Actor
Birgit Tengroth,Birgit Tengroth,Actor
Gaby Stenberg,Gaby Stenberg,Actor
Carl Andersson,Carl Andersson,Actor
Margaret Leighton,Margaret Leighton,Actor
Jack Watling,Jack Watling,Actor
Harcourt Williams,Harcourt Williams,Actor
John Ruddock,John Ruddock,Actor
Jennifer Jones,Jennifer Jones,Actor
John Garfield,John Garfield,Actor
Gilbert Roland,Gilbert Roland,Actor
Ramon Novarro,Ramon Novarro,Actor
Wally Cassell,Wally Cassell,Actor
David Bond,David Bond,Actor
José Pérez,José Pérez,Actor
Morris Ankrum,Morris Ankrum,Actor
Abdullah Abbas,Abdullah Abbas,Actor
Sterling Hayden,Sterling Hayden,Actor
Jean Hagen,Jean Hagen,Actor
James Whitmore,James Whitmore,Actor
Sam Jaffe,Sam Jaffe,Actor
John McIntire,John McIntire,Actor
Barry Kelley,Barry Kelley,Actor
Anthony Caruso,Anthony Caruso,Actor
Teresa Celli,Teresa Celli,Actor
Norman Wooland,Norman Wooland,Actor
Ivan Desny,Ivan Desny,Actor
Barbara Everest,Barbara Everest,Actor
Elizabeth Sellars,Elizabeth Sellars,Actor
Jean Cadell,Jean Cadell,Actor
Patricia Raine,Patricia Raine,Actor
Claude Jarman Jr.,Claude Jarman Jr.,Actor
Chill Wills,Chill Wills,Actor
Sons of the Pioneers,Sons of the Pioneers,Actor
Richard Todd,Richard Todd,Actor
Alastair Sim,Alastair Sim,Actor
Sybil Thorndike,Sybil Thorndike,Actor
Miles Malleson,Miles Malleson,Actor
Hector MacGregor,Hector MacGregor,Actor
Joyce Grenfell,Joyce Grenfell,Actor
William Holden,William Holden,Actor
Gloria Swanson,Gloria Swanson,Actor
Nancy Olson,Nancy Olson,Actor
Fred Clark,Fred Clark,Actor
Lloyd Gough,Lloyd Gough,Actor
Jack Webb,Jack Webb,Actor
Franklyn Farnum,Franklyn Farnum,Actor
Larry J. Blake,Larry J. Blake,Actor
Charles Dayton,Charles Dayton,Actor
Signe Hasso,Signe Hasso,Actor
Alf Kjellin,Alf Kjellin,Actor
Ulf Palme,Ulf Palme,Actor
Yngve Nordwall,Yngve Nordwall,Actor
Ragnar Klange,Ragnar Klange,Actor
Hannu Kompus,Hannu Kompus,Actor
Sylvia Täl,Sylvia Täl,Actor
Els Vårman,Els Vårman,Actor
Maj-Britt Nilsson,Maj-Britt Nilsson,Actor
John Ekman,John Ekman,Actor
Margit Carlqvist,Margit Carlqvist,Actor
Victor Sjöström,Victor Sjöström,Actor
Staffan Axelsson,Staffan Axelsson,Actor
Astrid Bodin,Astrid Bodin,Actor
Tor Borong,Tor Borong,Actor
Charles Kemper,Charles Kemper,Actor
Kathleen O'Malley,Kathleen O'Malley,Actor
Dan Dailey,Dan Dailey,Actor
Corinne Calvet,Corinne Calvet,Actor
Colleen Townsend,Colleen Townsend,Actor
William Demarest,William Demarest,Actor
Jimmy Lydon,Jimmy Lydon,Actor
Lloyd Corrigan,Lloyd Corrigan,Actor
Evelyn Varden,Evelyn Varden,Actor
John Mitchum,John Mitchum,Actor
Paul Picerni,Paul Picerni,Actor
Luis Alberni,Luis Alberni,Actor
Robert Morley,Robert Morley,Actor
Theodore Bikel,Theodore Bikel,Actor
Walter Gotell,Walter Gotell,Actor
Peter Swanwick,Peter Swanwick,Actor
Richard Marner,Richard Marner,Actor
Harry Arbour,Harry Arbour,Actor
Errol John,Errol John,Actor
Kirk Douglas,Kirk Douglas,Actor
Jan Sterling,Jan Sterling,Actor
Robert Arthur,Robert Arthur,Actor
Frank Cady,Frank Cady,Actor
Richard Benedict,Richard Benedict,Actor
Ray Teal,Ray Teal,Actor
Lewis Martin,Lewis Martin,Actor
John Berkes,John Berkes,Actor
Frances Dominguez,Frances Dominguez,Actor
Audie Murphy,Audie Murphy,Actor
Bill Mauldin,Bill Mauldin,Actor
Royal Dano,Royal Dano,Actor
John Dierkes,John Dierkes,Actor
Arthur Hunnicutt,Arthur Hunnicutt,Actor
Tim Durant,Tim Durant,Actor
Robert Easton,Robert Easton,Actor
Don Anderson,Don Anderson,Actor
Annalisa Ericson,Annalisa Ericson,Actor
Georg Funkquist,Georg Funkquist,Actor
Mimi Pollak,Mimi Pollak,Actor
Renée Björling,Renée Björling,Actor
Gunnar Olsson,Gunnar Olsson,Actor
Emmy Albiin,Emmy Albiin,Actor
Robert Walker,Robert Walker,Actor
Ruth Roman,Ruth Roman,Actor
Patricia Hitchcock,Patricia Hitchcock,Actor
Kasey Rogers,Kasey Rogers,Actor
Marion Lorne,Marion Lorne,Actor
Jonathan Hale,Jonathan Hale,Actor
Howard St. John,Howard St. John,Actor
John Brown,John Brown,Actor
Allan Dwan,Allan Dwan,Actor
Ralph Richardson,Ralph Richardson,Actor
Nigel Patrick,Nigel Patrick,Actor
John Justin,John Justin,Actor
Dinah Sheridan,Dinah Sheridan,Actor
Joseph Tomelty,Joseph Tomelty,Actor
Denholm Elliott,Denholm Elliott,Actor
Jack Allen,Jack Allen,Actor
Ralph Michael,Ralph Michael,Actor
Rodney Goodall,Rodney Goodall,Actor
Anita Björk,Anita Björk,Actor
Eva Dahlbeck,Eva Dahlbeck,Actor
Karl-Arne Holmsten,Karl-Arne Holmsten,Actor
Jarl Kulle,Jarl Kulle,Actor
Aino Taube,Aino Taube,Actor
Håkan Westergren,Håkan Westergren,Actor
Gerd Andersson,Gerd Andersson,Actor
Claire Bloom,Claire Bloom,Actor
Buster Keaton,Buster Keaton,Actor
Sydney Chaplin,Sydney Chaplin,Actor
Andre Eglevsky,Andre Eglevsky,Actor
Melissa Hayden,Melissa Hayden,Actor
