Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Nijiko Kiyokawa,,0,0,0,0,0
Keiko Mori,,0,0,0,0,0
Michiko Kawa,,0,0,0,0,0
Tatsuya Nakadai,,0,0,0,0,0
Ganjirô Nakamura,,0,0,0,0,5
Chikage Ôgi,,0,0,0,0,0
Toshiko Nakano,,0,0,0,0,0
Tadao Nakamaru,,0,0,0,0,0
Sôji Ubukata,,0,0,0,0,0
Rikie Sanjô,,0,0,0,0,0
Yumi Shirakawa,,0,0,0,0,0
Takeo Oikawa,,0,0,0,0,0
Yasuzô Masumura,,1,1,1,0,5
Hiroshi Kawaguchi,,0,0,0,0,5
Hitomi Nozoe,,0,0,0,0,5
Saiko Mima,,0,0,0,0,5
Kazuko Wakamatsu,,0,0,0,0,5
Kaoru Shimizudani,,0,0,0,0,5
Yosuke Irie,,0,0,0,0,5
Ken Yamaguchi,,0,0,0,0,5
Gen Shimizu,,0,0,0,0,0
Maurice Chevalier,,0,0,0,0,1
John McGiver,,0,0,0,0,1
Van Doude,,0,0,0,0,1
Lise Bourdin,,0,0,0,0,1
Olga Valéry,,0,0,0,0,1
Elga Andersen,,0,0,0,0,1
Claude Ariel,,0,0,0,0,1
Hrishikesh Mukherjee,,1,1,1,0,6
Shekhar,,0,0,0,0,6
Suchitra Sen,,0,0,0,0,6
Bipin Gupta,,0,0,0,0,6
Durga Khote,,0,0,0,0,6
Kishore Kumar,,0,0,0,0,6
Nasir Hussain,,0,0,0,0,6
Nirupa Roy,,0,0,0,0,10
Dilip Kumar,,0,0,0,0,6
Usha Kiran,,0,0,0,0,6
Paul Mahendra,,0,0,0,0,6
Yoshio Tsuchiya,,0,0,0,0,0
Hisaya Itô,,0,0,0,0,0
Max von Sydow,,0,0,0,0,3
Bengt Ekerot,,0,0,0,0,3
Nils Poppe,,0,0,0,0,3
Bibi Andersson,,0,0,0,0,3
Inga Gill,,0,0,0,0,3
Maud Hansson,,0,0,0,0,3
Inga Landgré,,0,0,0,0,3
Gunnel Lindblom,,0,0,0,0,3
Bertil Anderberg,,0,0,0,0,3
Ingrid Thulin,,0,0,0,0,3
Folke Sundquist,,0,0,0,0,3
Gunnel Broström,,0,0,0,0,3
Gertrud Fridh,,0,0,0,0,3
Murray Hamilton,,0,0,0,0,7
Patricia Smith,,0,0,0,0,1
Bartlett Robinson,,0,0,0,0,7
Marc Connelly,,0,0,0,0,1
Arthur Space,,0,0,0,0,1
Charles Watts,,0,0,0,0,1
Erville Alderson,,0,0,0,0,1
Frances Allen,,0,0,0,0,1
David Alpert,,0,0,0,0,1
Polo Ramos,,0,0,0,0,2
Julio Aldama,,0,0,0,0,2
Charles Laughton,,0,0,0,0,1
Elsa Lanchester,,0,0,0,0,1
Henry Daniell,,0,0,0,0,1
Torin Thatcher,,0,0,0,0,1
Norma Varden,,0,0,0,0,1
Anthony Quayle,,0,0,0,0,1
Harold J. Stone,,0,0,0,0,1
Charles Cooper,,0,0,0,0,1
John Heldabrand,,0,0,0,0,1
Esther Minciotti,,0,0,0,0,1
Doreen Lang,,0,0,0,0,1
Laurinda Barrett,,0,0,0,0,1
Norma Connolly,,0,0,0,0,1
Toivo Pawlo,,0,0,0,0,3
Erland Josephson,,0,0,0,0,3
Jean Simmons,,0,0,0,0,1
Carroll Baker,,0,0,0,0,1
Charlton Heston,,0,0,0,0,1
Burl Ives,,0,0,0,0,1
Chuck Connors,,0,0,0,0,1
Chuck Hayward,,0,0,0,0,1
Buff Brady,,0,0,0,0,1
Ignacio López Tarso,,0,0,0,0,2
Cuco Sánchez,,0,0,0,0,2
Keiji Sada,,0,0,0,0,0
Miyuki Kuwano,,0,0,0,0,0
Fumio Watanabe,,0,0,0,0,5
Kumi Mizuno,,0,0,0,0,0
Gangapada Basu,,0,0,0,0,6
Padmadevi,,0,0,0,0,6
Kali Sarkar,,0,0,0,0,6
Tulsi Lahiri,,0,0,0,0,6
Sardar Akhtar,,0,0,0,0,6
Roshan Kumari,,0,0,0,0,6
Waheed Khan,,0,0,0,0,6
Bismillah Khan,,0,0,0,0,6
Misa Uehara,,0,0,0,0,0
Toshiko Higuchi,,0,0,0,0,0
Hideo Takamatsu,,0,0,0,0,5
Michiko Ono,,0,0,0,0,5
Yûnosuke Itô,,0,0,0,0,5
Kyû Sazanka,,0,0,0,0,5
Kôichi Fujiyama,,0,0,0,0,5
Yoshihiro Hamaguchi,,0,0,0,0,5
Hikaru Hoshi,,0,0,0,0,5
Spencer Tracy,,0,0,0,0,1
Dianne Foster,,0,0,0,0,1
Pat O'Brien,,0,0,0,0,1
Basil Rathbone,,0,0,0,0,1
James Gleason,,0,0,0,0,1
Willis Bouchey,,0,0,0,0,1
Barbro Hiort af Ornäs,,0,0,0,0,3
Gunnar Sjöberg,,0,0,0,0,3
Ann-Marie Gyllenspetz,,0,0,0,0,3
Kristina Adolphson,,0,0,0,0,3
Haridhan Mukherjee,,0,0,0,0,6
Jahar Roy,,0,0,0,0,6
Bharati Devi,,0,0,0,0,6
Chandrabati Devi,,0,0,0,0,6
Jahar Ganguli,,0,0,0,0,6
Kim Novak,,0,0,0,0,1
Barbara Bel Geddes,,0,0,0,0,1
Tom Helmore,,0,0,0,0,1
Henry Jones,,0,0,0,0,1
Raymond Bailey,,0,0,0,0,1
Ellen Corby,,0,0,0,0,1
Konstantin Shayne,,0,0,0,0,1
Lee Patrick,,0,0,0,0,1
David Ahdar,,0,0,0,0,1
Raj Kapoor,,0,0,0,0,6
Nutan,,0,0,0,0,6
Lalita Pawar,,0,0,0,0,6
Shobha Khote,,0,0,0,0,6
Motilal,,0,0,0,0,6
Mukri,,0,0,0,0,6
Ashim Kumar,,0,0,0,0,6
Nana Palsikar,,0,0,0,0,6
Brahm Bhardwaj,,0,0,0,0,6
Soumitra Chatterjee,,0,0,0,0,6
Sharmila Tagore,,0,0,0,0,6
Alok Chakravarty,,0,0,0,0,6
Swapan Mukherjee,,0,0,0,0,6
Tushar Bandyopadhyay,,0,0,0,0,6
Gupi Banerjee,,0,0,0,0,6
Shanti Bhattacherjee,,0,0,0,0,6
Jiten Bhons,,0,0,0,0,6
Abhijit Chatterjee,,0,0,0,0,6
Jack Hawkins,,0,0,0,0,1
Stephen Boyd,,0,0,0,0,1
Haya Harareet,,0,0,0,0,1
Hugh Griffith,,0,0,0,0,1
Sam Jaffe,,0,0,0,0,1
Finlay Currie,,0,0,0,0,1
Frank Thring,,0,0,0,0,1
Gloria Cansino,,0,0,0,0,2
David DaLie,,0,0,0,0,2
Antonio Gutiérrez,,0,0,0,0,2
José Jasso,,0,0,0,0,2
Rosenda Monteros,,0,0,0,0,2
Lorena Velázquez,,0,0,0,0,2
Jirí Sovák,,0,0,0,0,13
Václav Lohniský,,0,0,0,0,13
Josef Hlinomaz,,0,0,0,0,13
Milka Balek-Brodská,,0,0,0,0,13
Jan Bobek,,0,0,0,0,13
Bedrich Bozdech,,0,0,0,0,13
Otakar Brousek,,0,0,0,0,13
Jirina Bílá,,0,0,0,0,13
Josef Cermák,,0,0,0,0,13
Izumi Yukimura,,0,0,0,0,0
Ikio Sawamura,,0,0,0,0,0
Michino Yokoyama,,0,0,0,0,0
Yaeko Wakamizu,,0,0,0,0,0
Amparo Rivelles,,0,0,0,0,2
Guillermo Orea,,0,0,0,0,2
Mercedes Pascual,,0,0,0,0,2
Angelines Fernández,,0,0,0,0,2
Constance Towers,,0,0,0,0,1
Judson Pratt,,0,0,0,0,1
Hoot Gibson,,0,0,0,0,1
Bing Russell,,0,0,0,0,1
Hank Worden,,0,0,0,0,1
Yuriko Hoshi,,0,0,0,0,0
Akemi Kato,,0,0,0,0,0
Kanta Kisaragi,,0,0,0,0,0
Takuzô Kumagai,,0,0,0,0,0
Ken Yamauchi,,0,0,0,0,0
Yoshiko Kôda,,0,0,0,0,0
Yoshifumi Tajima,,0,0,0,0,0
Eva Marie Saint,,0,0,0,0,1
James Mason,,0,0,0,0,1
Josephine Hutchinson,,0,0,0,0,1
Philip Ober,,0,0,0,0,1
Martin Landau,,0,0,0,0,7
Adam Williams,,0,0,0,0,1
Edward Platt,,0,0,0,0,1
Kôji Shitara,,0,0,0,0,0
Masahiko Shimazu,,0,0,0,0,0
Kyôko Izumi,,0,0,0,0,0
Toyo Takahashi,,0,0,0,0,0
Ryôko Kôda,,0,0,0,0,0
Shun'ichi Segi,,0,0,0,0,0
Mitsuko Kusabue,,0,0,0,0,0
Kisao Hatamochi,,0,0,0,0,0
Machiko Sakura,,0,0,0,0,0
Wataru Ômae,,0,0,0,0,0
Tony Curtis,,0,0,0,0,1
George Raft,,0,0,0,0,1
Joe E. Brown,,0,0,0,0,1
Nehemiah Persoff,,0,0,0,0,1
Joan Shawlee,,0,0,0,0,1
Billy Gray,,0,0,0,0,1
George E. Stone,,0,0,0,0,1
Jun Fujimaki,,0,0,0,0,5
Yôsuke Natsuki,,0,0,0,0,0
Hisako Hara,,0,0,0,0,0
Kin Sugai,,0,0,0,0,5
Naoya Kusakawa,,0,0,0,0,0
Shin'ichirô Mikami,,0,0,0,0,0
Carlos Agostí,,0,0,0,0,2
Shirley MacLaine,,0,0,0,0,1
Ray Walston,,0,0,0,0,1
Jack Kruschen,,0,0,0,0,1
David Lewis,,0,0,0,0,1
Hope Holiday,,0,0,0,0,1
Naomi Stevens,,0,0,0,0,1
Johnny Seven,,0,0,0,0,1
Purnendu Mukherjee,,0,0,0,0,6
Arpan Chowdhury,,0,0,0,0,6
Anil Bag,,0,0,0,0,6
Khagesh Chakravarti,,0,0,0,0,6
Anil Chatterjee,,0,0,0,0,6
Arabinda Kumar Chowdhury,,0,0,0,0,6
Stig Järrel,,0,0,0,0,3
Sture Lagerwall,,0,0,0,0,3
Torsten Winge,,0,0,0,0,3
Axel Düberg,,0,0,0,0,3
Birgitta Valberg,,0,0,0,0,3
Birgitta Pettersson,,0,0,0,0,3
Tor Isedal,,0,0,0,0,3
Allan Edwall,,0,0,0,0,3
Ove Porath,,0,0,0,0,3
Axel Slangus,,0,0,0,0,3
Arundhati Devi,,0,0,0,0,6
Dilip Roy,,0,0,0,0,6
Robin Banerjee,,0,0,0,0,6
Bina Chand,,0,0,0,0,6
Rasuraj Chakraborthy,,0,0,0,0,6
Reiko Dan,,0,0,0,0,0
Akemi Kita,,0,0,0,0,0
Jerry Fujio,,0,0,0,0,5
Jûzô Itami,,0,0,0,0,5
Kaneko Iwasaki,,0,0,0,0,5
Jun Tatara,,0,0,0,0,0
Janet Leigh,,0,0,0,0,1
John Gavin,,0,0,0,0,1
Martin Balsam,,0,0,0,0,7
John McIntire,,0,0,0,0,1
Simon Oakland,,0,0,0,0,1
Frank Albertson,,0,0,0,0,1
Vaughn Taylor,,0,0,0,0,1
Woody Strode,,0,0,0,0,1
Billie Burke,,0,0,0,0,1
Juano Hernandez,,0,0,0,0,1
Carleton Young,,0,0,0,0,1
Phil Adams,,0,0,0,0,1
Mario Arteaga,,0,0,0,0,1
Marina Camacho,,0,0,0,0,2
Renée Dumas,,0,0,0,0,2
Graciela Lara,,0,0,0,0,2
Rosa María Gallardo,,0,0,0,0,2
Renata Dumont,,0,0,0,0,2
Hilde Granados,,0,0,0,0,2
Martha Elena Cervantes,,0,0,0,0,2
Tatsuya Mihashi,,0,0,0,0,0
Kô Nishimura,,0,0,0,0,5
Takeshi Katô,,0,0,0,0,0
James Garner,,0,0,0,0,1
Karen Balkin,,0,0,0,0,1
Veronica Cartwright,,0,0,0,0,1
Mimi Gibson,,0,0,0,0,1
Debbie Moldow,,0,0,0,0,1
Diane Mountford,,0,0,0,0,1
Julio Alemán,,0,0,0,0,2
Patricia Conde,,0,0,0,0,2
David Reynoso,,0,0,0,0,2
Pancho Córdova,,0,0,0,0,2
Eleazar García,,0,0,0,0,2
Hisaya Morishige,,0,0,0,0,5
David Abraham,,0,0,0,0,6
Tanuja Samarth,,0,0,0,0,14
Jayant,,0,0,0,0,6
Kaysi Mehra,,0,0,0,0,6
Dhumal,,0,0,0,0,6
Rashid Khan,,0,0,0,0,6
Nazar,,0,0,0,0,6
Hari Shivdasani,,0,0,0,0,6
Shivji Bhai,,0,0,0,0,6
Horst Buchholz,,0,0,0,0,1
Pamela Tiffin,,0,0,0,0,1
Arlene Francis,,0,0,0,0,1
Liselotte Pulver,,0,0,0,0,1
Hanns Lothar,,0,0,0,0,1
Leon Askin,,0,0,0,0,1
Ralf Wolter,,0,0,0,0,1
Karl Lieffen,,0,0,0,0,1
Karel Kachyna,,1,1,1,0,13
Blanka Bohdanová,,0,0,0,0,13
Jirina Svorcová,,0,0,0,0,13
Jarmila Kurandová,,0,0,0,0,13
Zdenek Kutil,,0,0,0,0,13
Milada Vitova,,0,0,0,0,13
Ludek Munzar,,0,0,0,0,13
Ilja Prachar,,0,0,0,0,13
Petr Kostka,,0,0,0,0,13
José Alonso Cano,,0,0,0,0,2
Gabriel del Río,,0,0,0,0,2
Raúl González,,0,0,0,0,2
Armando Gamboa,,0,0,0,0,2
Kallol Bose,,0,0,0,0,6
Subir Bose,,0,0,0,0,6
Norman Ellis,,0,0,0,0,6
Sovanlal Ganguli,,0,0,0,0,6
Makoto Satô,,0,0,0,0,0
Chisako Hara,,0,0,0,0,0
Nami Tamura,,0,0,0,0,0
Kunio Ôtsuka,,0,0,0,0,0
Ichirô Nakatani,,0,0,0,0,5
Kôzô Nomura,,0,0,0,0,0
Akira Tani,,0,0,0,0,0
Lars Passgård,,0,0,0,0,3
Chandana Banerjee,,0,0,0,0,6
Aparna Sen,,0,0,0,0,6
Sita Mukherjee,,0,0,0,0,6
Nripati Chatterjee,,0,0,0,0,6
Khagen Pathak,,0,0,0,0,6
Gopal Sen,,0,0,0,0,6
Krishnakamal Bhattacharya,,0,0,0,0,6
Haridhan Nag,,0,0,0,0,6
Narayan Ghosh,,0,0,0,0,6
Haruko Mabuchi,,0,0,0,0,5
Ichirô Aminaka,,0,0,0,0,5
Tomio Hanano,,0,0,0,0,5
Gai Harada,,0,0,0,0,5
Chikara Hashimoto,,0,0,0,0,5
Pepe Romay,,0,0,0,0,2
Titina Romay,,0,0,0,0,2
Amado Zumaya,,0,0,0,0,2
Juan Carlos Pulido,,0,0,0,0,2
Magda Monzón,,0,0,0,0,2
Waheeda Rehman,,0,0,0,0,6
Ruma Guha Thakurta,,0,0,0,0,6
Gyanesh Mukherjee,,0,0,0,0,6
Charuprakash Ghosh,,0,0,0,0,6
Rabi Ghosh,,0,0,0,0,6
Shekhar Chatterjee,,0,0,0,0,8
Bireswar Sen,,0,0,0,0,6
Ajit Banerjee,,0,0,0,0,6
Durgadas Bannerjee,,0,0,0,0,6
Kinji Fukasaku,,1,1,1,0,5
Yoshiko Sakuma,,0,0,0,0,5
Tetsurô Tanba,,0,0,0,0,5
Shin'ichi Chiba,,0,0,0,0,5
Yoshi Katô,,0,0,0,0,5
Junkichi Orimoto,,0,0,0,0,5
Harumi Sone,,0,0,0,0,5
Nakajirô Tomita,,0,0,0,0,5
Tatsuo Umemiya,,0,0,0,0,5
Nobuo Yana,,0,0,0,0,5
Noboru Nakaya,,0,0,0,0,0
Masao Oda,,0,0,0,0,0
Lee J. Cobb,,0,0,0,0,1
Carolyn Jones,,0,0,0,0,1
George Peppard,,0,0,0,0,1
Robert Preston,,0,0,0,0,1
Tere Velázquez,,0,0,0,0,2
Enrique Rambal,,0,0,0,0,2
Erna Martha Bauman,,0,0,0,0,2
Silvia Fournier,,0,0,0,0,2
Antonio de Hud,,0,0,0,0,2
Pahadi Sanyal,,0,0,0,0,6
Anubha Gupta,,0,0,0,0,6
N. Viswanathan,,0,0,0,0,6
Alakananda Ray,,0,0,0,0,6
Arun Mukherjee,,0,0,0,0,6
Subrata Sensharma,,0,0,0,0,6
Jirô Tamiya,,0,0,0,0,5
Junko Kanô,,0,0,0,0,5
Yôsuke Takemura,,0,0,0,0,5
Lee Marvin,,0,0,0,0,1
Edmond O'Brien,,0,0,0,0,1
Ken Murray,,0,0,0,0,1
Jeanette Nolan,,0,0,0,0,1
Kenji Misumi,,1,1,1,0,5
Masayo Banri,,0,0,0,0,5
Mako Sanjô,,0,0,0,0,5
Yoshie Minami,,0,0,0,0,5
Shiho Fujimura,,0,0,0,0,5
Yûzô Kayama,,0,0,0,0,0
Shima Iwashita,,0,0,0,0,0
Teruo Yoshida,,0,0,0,0,0
Noriko Maki,,0,0,0,0,0
Jorga Kotrbová,,0,0,0,0,13
Rudolf Prucha,,0,0,0,0,13
Milan Jedlicka,,0,0,0,0,13
Zora Jiráková,,0,0,0,0,13
Jaroslav Nekolny,,0,0,0,0,13
Dagmar Neumannová,,0,0,0,0,13
Kamil Olsovsky,,0,0,0,0,13
Pavel Bartl,,0,0,0,0,13
Václav Neuzil,,0,0,0,0,13
Zdenek Jarolímek,,0,0,0,0,13
Shintarô Katsu,,0,0,0,0,5
Ryûzô Shimada,,0,0,0,0,5
Hajime Mitamura,,0,0,0,0,5
Shigeru Amachi,,0,0,0,0,5
Michirô Minami,,0,0,0,0,5
Toshio Chiba,,0,0,0,0,5
Manabu Morita,,0,0,0,0,5
Yoshindo Yamaji,,0,0,0,0,5
Eva Solcová,,0,0,0,0,13
Petr Skála,,0,0,0,0,13
Oldrich Velen,,0,0,0,0,13
Jaroslav Radimecky,,0,0,0,0,13
Karel Hospodský,,0,0,0,0,13
Míla Myslíková,,0,0,0,0,13
Jirí Bednár,,0,0,0,0,13
Petr Dufek,,0,0,0,0,13
Iva Váchová,,0,0,0,0,13
Jirí Tucek,,0,0,0,0,13
Arturo Castro 'Bigotón',,0,0,0,0,2
Esther Casas,,0,0,0,0,2
Adolfo Aguilar,,0,0,0,0,2
Rod Taylor,,0,0,0,0,1
Tippi Hedren,,0,0,0,0,1
Jessica Tandy,,0,0,0,0,1
Suzanne Pleshette,,0,0,0,0,1
Ethel Griffies,,0,0,0,0,1
Charles McGraw,,0,0,0,0,1
Ruth McDevitt,,0,0,0,0,1
Lonny Chapman,,0,0,0,0,7
Joe Mantell,,0,0,0,0,1
Alida Valli,,0,0,0,0,2
Susana Cabrera,,0,0,0,0,2
Alicia del Lago,,0,0,0,0,2
Mario García 'Harapos',,0,0,0,0,2
Raúl Castell,,0,0,0,0,2
Lou Jacobi,,0,0,0,0,1
Bruce Yarnell,,0,0,0,0,1
Herschel Bernardi,,0,0,0,0,1
Grace Lee Whitney,,0,0,0,0,1
Paul Dubov,,0,0,0,0,1
Howard McNear,,0,0,0,0,1
Madhavi Mukherjee,,0,0,0,0,6
Jaya Bachchan,,0,0,0,0,6
Haren Chatterjee,,0,0,0,0,6
Sefalika Devi,,0,0,0,0,6
Prasenjit Sarkar,,0,0,0,0,6
Haradhan Bannerjee,,0,0,0,0,6
Vicky Redwood,,0,0,0,0,6
Bibhuti Banerjee,,0,0,0,0,6
Manisha Chakraborty,,0,0,0,0,6
Hana Hegerová,,0,0,0,0,13
Frantisek Peterka,,0,0,0,0,13
Otto Simánek,,0,0,0,0,13
Josef Barta,,0,0,0,0,13
Ivana Bilková,,0,0,0,0,13
Michaela Chrzanovská,,0,0,0,0,13
Jan Faltýnek,,0,0,0,0,13
Lenka Fiserová,,0,0,0,0,13
Kolbjörn Knudsen,,0,0,0,0,3
Olof Thunberg,,0,0,0,0,3
Elsa Ebbesen,,0,0,0,0,3
Lars-Olof Andersson,,0,0,0,0,3
Eddie Axberg,,0,0,0,0,3
Tsutomu Yamazaki,,0,0,0,0,0
Hiroshi Akitsu,,0,0,0,0,0
Shizuko Azuma,,0,0,0,0,0
Yutaka Sada,,0,0,0,0,0
Kenjirô Ishiyama,,0,0,0,0,0
Jun Tazaki,,0,0,0,0,0
Håkan Jahnberg,,0,0,0,0,3
Jörgen Lindström,,0,0,0,0,3
Lissi Alandh,,0,0,0,0,3
Karl-Arne Bergman,,0,0,0,0,3
Leif Forstenberg,,0,0,0,0,3
Eduardo Gutiérrez,,0,0,0,0,3
Eskil Kalling,,0,0,0,0,3
Shailen Mukherjee,,0,0,0,0,6
Shyamal Ghoshal,,0,0,0,0,6
Gitali Roy,,0,0,0,0,6
Dilip Bose,,0,0,0,0,6
Nilotpal Dey,,0,0,0,0,6
Bankim Ghosh,,0,0,0,0,6
Bholanath Koyal,,0,0,0,0,6
Kamu Mukherjee,,0,0,0,0,6
Sean Connery,,0,0,0,0,7
Martin Gabel,,0,0,0,0,1
Louise Latham,,0,0,0,0,1
Diane Baker,,0,0,0,0,1
Alan Napier,,0,0,0,0,1
Bob Sweeney,,0,0,0,0,1
Milton Selzer,,0,0,0,0,1
Henry Beckman,,0,0,0,0,1
Mie Hama,,0,0,0,0,0
Kazuo Kitamura,,0,0,0,0,5
Nino del Arco,,0,0,0,0,2
Karin Block,,0,0,0,0,2
Carlos Piñar,,0,0,0,0,2
Jorge Rigaud,,0,0,0,0,2
Gérard Tichy,,0,0,0,0,2
Inma de Santis,,0,0,0,0,2
Harry Wolff,,0,0,0,0,2
Hans Hardt,,0,0,0,0,2
Rosa María Vázquez,,0,0,0,0,2
Rogelio Guerra,,0,0,0,0,2
Jorge Russek,,0,0,0,0,2
Gerardo del Castillo,,0,0,0,0,2
Eulalio González,,0,0,0,0,2
Liza Castro,,0,0,0,0,2
Maria de Lourdes,,0,0,0,0,2
José Luis Fernández,,0,0,0,0,2
Edaena Ruiz,,0,0,0,0,2
René Barrera,,0,0,0,0,2
Carlos León,,0,0,0,0,2
Radka Dulíková,,0,0,0,0,13
Vít Olmer,,0,0,0,0,13
Helena Kruzíková,,0,0,0,0,13
Marian Jirasko,,0,0,0,0,13
Josef Koza,,0,0,0,0,13
Andrea Cunderlíková,,0,0,0,0,13
Viktor Schwarcz,,0,0,0,0,13
Terumi Niki,,0,0,0,0,0
Yoshitaka Zushi,,0,0,0,0,0
Frank Argus,,0,0,0,0,13
P. Bohdanecky,,0,0,0,0,13
Eduard Bredun,,0,0,0,0,13
Alba Cerna,,0,0,0,0,13
Alena Cerna,,0,0,0,0,13
Jirí Chmelar,,0,0,0,0,13
M. Fila,,0,0,0,0,13
Nadezda Gajerová,,0,0,0,0,13
Frantisek Golysev,,0,0,0,0,13
Ajitesh Bannerjee,,0,0,0,0,6
Basabi Bannerjee,,0,0,0,0,6
Samita Biswas,,0,0,0,0,6
Salil Dutta,,0,0,0,0,6
Partho Mukerjee,,0,0,0,0,6
Mithu Mukherjee,,0,0,0,0,6
Smita Sinha,,0,0,0,0,6
Sunita Sinha,,0,0,0,0,6
Narciso Busquets,,0,0,0,0,2
Rubén Rojo,,0,0,0,0,2
Tony Carbajal,,0,0,0,0,2
Carlos Fernández,,0,0,0,0,2
Jorge Casanova,,0,0,0,0,2
Terence Stamp,,0,0,0,0,1
Samantha Eggar,,0,0,0,0,1
Mona Washbourne,,0,0,0,0,1
Maurice Dallimore,,0,0,0,0,1
Kenneth More,,0,0,0,0,1
Allyson Ames,,0,0,0,0,1
Gordon Barclay,,0,0,0,0,1
William Beckley,,0,0,0,0,1
William Bickley,,0,0,0,0,1
David Haviland,,0,0,0,0,1
Velda González,,0,0,0,0,2
José Miguel Agrelot,,0,0,0,0,2
Luis Aguad Jorge,,0,0,0,0,2
Yo-Yo Boing,,0,0,0,0,2
Shorty Castro,,0,0,0,0,2
Tino García,,0,0,0,0,2
Jacobo Morales,,0,0,0,0,2
Tommy Muñiz,,0,0,0,0,2
Emma Rosa Vincenti,,0,0,0,0,2
Santi Chatterjee,,0,0,0,0,6
Satish Haldar,,0,0,0,0,6
Deochand Lal,,0,0,0,0,6
Ken Utsui,,0,0,0,0,5
Tôru Abe,,0,0,0,0,5
Yûtarô Ban,,0,0,0,0,5
Tatsuo Endô,,0,0,0,0,5
Haruyasu Fuji,,0,0,0,0,5
Mikio Narita,,0,0,0,0,5
Chizu Hayashi,,0,0,0,0,5
Gaku Yamamoto,,0,0,0,0,5
Takuya Fujioka,,0,0,0,0,5
Naoko Fujiyama,,0,0,0,0,5
Ryutaro Gomi,,0,0,0,0,5
Walter Matthau,,0,0,0,0,1
Ron Rich,,0,0,0,0,1
Judi West,,0,0,0,0,1
Cliff Osmond,,0,0,0,0,1
Lurene Tuttle,,0,0,0,0,1
Harry Holcombe,,0,0,0,0,1
Les Tremayne,,0,0,0,0,1
Lauren Gilbert,,0,0,0,0,1
Marge Redmond,,0,0,0,0,1
Broderick Crawford,,0,0,0,0,2
Connie Carol,,0,0,0,0,2
Evangelina Elizondo,,0,0,0,0,2
Victor Eberg,,0,0,0,0,2
Carol Martin,,0,0,0,0,2
Bryan Rocha,,0,0,0,0,2
Juan Antonio Edwards,,0,0,0,0,2
Jin Nakayama,,0,0,0,0,0
Toshio Kurosawa,,0,0,0,0,0
Yoshio Inaba,,0,0,0,0,5
Peter O'Toole,,0,0,0,0,1
Eli Wallach,,0,0,0,0,1
Charles Boyer,,0,0,0,0,1
Fernand Gravey,,0,0,0,0,1
Jacques Marin,,0,0,0,0,1
Moustache,,0,0,0,0,1
Roger Tréville,,0,0,0,0,1
Iva Janzurová,,0,0,0,0,13
Jaromír Hanzlík,,0,0,0,0,13
Vladimír Ptácek,,0,0,0,0,13
Ivo Niederle,,0,0,0,0,13
Jirí Zák,,0,0,0,0,13
Ladislav Jandos,,0,0,0,0,13
Slávka Budínová,,0,0,0,0,13
Jozef Kroner,,0,0,0,0,13
Dana Medrická,,0,0,0,0,13
Vladimír Mensík,,0,0,0,0,13
Nina Popelíková,,0,0,0,0,13
Cestmír Randa,,0,0,0,0,13
Jaroslav Rozsíval,,0,0,0,0,13
Uttam Kumar,,0,0,0,0,6
Somen Bose,,0,0,0,0,6
Nirmal Ghosh,,0,0,0,0,6
Premangshu Bose,,0,0,0,0,6
Sumita Sanyal,,0,0,0,0,6
Ranjit Sen,,0,0,0,0,6
Lali Chowdhury,,0,0,0,0,6
Akiko Wakabayashi,,0,0,0,0,0
Yôko Naitô,,0,0,0,0,0
Keiko Sawai,,0,0,0,0,0
Ichirô Arishima,,0,0,0,0,0
Yukiko Kobayashi,,0,0,0,0,0
Kenzô Tabu,,0,0,0,0,0
Kazuo Suzuki,,0,0,0,0,0
Senkichi Ômura,,0,0,0,0,0
Liv Ullmann,,0,0,0,0,3
Margaretha Krook,,0,0,0,0,3
Sonia Infante,,0,0,0,0,2
Guillermo Zetina,,0,0,0,0,2
José Gálvez,,0,0,0,0,2
Maura Monti,,0,0,0,0,2
Jack Kelly,,0,0,0,0,2
Ana Martín,,0,0,0,0,2
Agustín Martínez Solares,,0,0,0,0,2
Luis Arcaraz Jr.,,0,0,0,0,2
Gerardo Zepeda,,0,0,0,0,2
Kalipada Chakraborty,,0,0,0,0,6
Subhendu Chatterjee,,0,0,0,0,6
Subrata Chatterjee,,0,0,0,0,6
Binoy Dutta,,0,0,0,0,6
Bhanu Bannerjee,,0,0,0,0,6
Samit Bhanja,,0,0,0,0,6
Chhayadevi,,0,0,0,0,6
Ashok Kumar,,0,0,0,0,6
Chinmoy Roy,,0,0,0,0,6
Rudraprasad Sengupta,,0,0,0,0,6
Vyjayanthimala,,0,0,0,0,6
Mitsuko Mori,,0,0,0,0,0
Jana Brejchová,,0,0,0,0,13
Mnislav Hofman,,0,0,0,0,13
Gustáv Valach,,0,0,0,0,13
Josef Kemr,,0,0,0,0,13
Josef Elsner,,0,0,0,0,13
Jaroslav Moucka,,0,0,0,0,13
Josef Vetrovec,,0,0,0,0,13
Valérie Kaplanová,,0,0,0,0,13
Libuse Havelková,,0,0,0,0,13
Barbra Streisand,,0,0,0,0,1
Omar Sharif,,0,0,0,0,1
Kay Medford,,0,0,0,0,1
Anne Francis,,0,0,0,0,1
Lee Allen,,0,0,0,0,1
Mae Questel,,0,0,0,0,1
Mittie Lawrence,,0,0,0,0,1
Tapan Chatterjee,,0,0,0,0,6
